project_name,url,,
Geethan Laxmi Niwas,/in/buy/projects/page/316567-geethan-laxmi-niwas-by-geethan-infra-in-gajularamaram,"'https://housing.com/in/buy/projects/page/316567-geethan-laxmi-niwas-by-geethan-infra-in-gajularamaram',",https://housing.com
YBR Avasa Pride,/in/buy/projects/page/295887-ybr-avasa-pride-by-ybinfra-in-adibatla,"'https://housing.com/in/buy/projects/page/295887-ybr-avasa-pride-by-ybinfra-in-adibatla',",https://housing.com
Dinesh Auric,/in/buy/projects/page/264449-dinesh-auric-by-dinesh-projects-in-bachupally,"'https://housing.com/in/buy/projects/page/264449-dinesh-auric-by-dinesh-projects-in-bachupally',",https://housing.com
Chandras Green Park,/in/buy/projects/page/264310-chandras-green-park-by-chandra-group-in-shamirpet,"'https://housing.com/in/buy/projects/page/264310-chandras-green-park-by-chandra-group-in-shamirpet',",https://housing.com
SR MSRs Serene City,/in/buy/projects/page/264519-sr-msrs-serene-city-by-sr-builders-and-developers-hyderabad-in-miyapur,"'https://housing.com/in/buy/projects/page/264519-sr-msrs-serene-city-by-sr-builders-and-developers-hyderabad-in-miyapur',",https://housing.com
Kinetic Palazzo,/in/buy/projects/page/278927-kinetic-palazzo-by-kinetic-homes-hyderabad-in-nallagandla,"'https://housing.com/in/buy/projects/page/278927-kinetic-palazzo-by-kinetic-homes-hyderabad-in-nallagandla',",https://housing.com
NRI Green County,/in/buy/projects/page/283527-nri-green-county-by-green-ville-projects-private-limited-in-sadasivpet,"'https://housing.com/in/buy/projects/page/283527-nri-green-county-by-green-ville-projects-private-limited-in-sadasivpet',",https://housing.com
Unique Sree Shubham Enclave,/in/buy/projects/page/287630-unique-sree-shubham-enclave-by-unique-infra-projects-in-ramoji-film-city,"'https://housing.com/in/buy/projects/page/287630-unique-sree-shubham-enclave-by-unique-infra-projects-in-ramoji-film-city',",https://housing.com
SMR Vinay Boulder Woods,/in/buy/projects/page/250828-smr-vinay-boulder-woods-by-smr-holdings-in-bandlaguda-jagir,"'https://housing.com/in/buy/projects/page/250828-smr-vinay-boulder-woods-by-smr-holdings-in-bandlaguda-jagir',",https://housing.com
Jains Balaji Nilayam Casa Waterside,/in/buy/projects/page/252650-jains-balaji-nilayam-casa-waterside-by-jain-constructions-in-malkajgiri,"'https://housing.com/in/buy/projects/page/252650-jains-balaji-nilayam-casa-waterside-by-jain-constructions-in-malkajgiri',",https://housing.com
H And M Samshraya Homes,/in/buy/projects/page/252801-h-and-m-samshraya-homes-by-h-m-avenue-projects-private-limited-in-kukatpally,"'https://housing.com/in/buy/projects/page/252801-h-and-m-samshraya-homes-by-h-m-avenue-projects-private-limited-in-kukatpally',",https://housing.com
Oakshir Villas,/in/buy/projects/page/254445-oakshir-villas-by-hallmark-builders-in-malikdanguda,"'https://housing.com/in/buy/projects/page/254445-oakshir-villas-by-hallmark-builders-in-malikdanguda',",https://housing.com
YBR Avasa Pride,/in/buy/projects/page/295887-ybr-avasa-pride-by-ybinfra-in-adibatla,"'https://housing.com/in/buy/projects/page/295887-ybr-avasa-pride-by-ybinfra-in-adibatla',",https://housing.com
Greater Global City RRR,/in/buy/projects/page/286473-greater-global-city-rrr-by-greater-infra-projects-in-sangareddy,"'https://housing.com/in/buy/projects/page/286473-greater-global-city-rrr-by-greater-infra-projects-in-sangareddy',",https://housing.com
Tripuras Green Alpha,/in/buy/projects/page/235811-tripuras-green-alpha-by-tripura-constructions-in-tellapur,"'https://housing.com/in/buy/projects/page/235811-tripuras-green-alpha-by-tripura-constructions-in-tellapur',",https://housing.com
Lansum Eden Gardens,/in/buy/projects/page/236529-lansum-eden-gardens-by-lansum-properties-llp-in-kondapur,"'https://housing.com/in/buy/projects/page/236529-lansum-eden-gardens-by-lansum-properties-llp-in-kondapur',",https://housing.com
Meda Prestige,/in/buy/projects/page/264907-meda-prestige-by-mrkr-constructions-industries-in-miyapur,"'https://housing.com/in/buy/projects/page/264907-meda-prestige-by-mrkr-constructions-industries-in-miyapur',",https://housing.com
SR Rain Forest,/in/buy/projects/page/299201-sr-rain-forest-by-sr-builders-in-neknampur,"'https://housing.com/in/buy/projects/page/299201-sr-rain-forest-by-sr-builders-in-neknampur',",https://housing.com
Urban Orchids,/in/buy/projects/page/255444-urban-orchids-by-urban-unnati-homes-in-kompally,"'https://housing.com/in/buy/projects/page/255444-urban-orchids-by-urban-unnati-homes-in-kompally',",https://housing.com
Nebula Aavaas,/in/buy/projects/page/48672-nebula-aavaas-by-nebula-aavaas-in-bachupally,"'https://housing.com/in/buy/projects/page/48672-nebula-aavaas-by-nebula-aavaas-in-bachupally',",https://housing.com
Saanvee Civitas,/in/buy/projects/page/103088-saanvee-civitas-by-saanvee-group-in-sanath-nagar,"'https://housing.com/in/buy/projects/page/103088-saanvee-civitas-by-saanvee-group-in-sanath-nagar',",https://housing.com
Jain Salzburg,/in/buy/projects/page/34873-jain-salzburg-by-jain-housing-constructions-ltd-in-bandlaguda-jagir,"'https://housing.com/in/buy/projects/page/34873-jain-salzburg-by-jain-housing-constructions-ltd-in-bandlaguda-jagir',",https://housing.com
MPR Urban City,/in/buy/projects/page/201700-mpr-urban-city-by-tranquillo-projects-and-holdings-pvt-ltd-in-patancheru,"'https://housing.com/in/buy/projects/page/201700-mpr-urban-city-by-tranquillo-projects-and-holdings-pvt-ltd-in-patancheru',",https://housing.com
MC SM Avenue,/in/buy/projects/page/35653-mc-sm-avenue-by-mc-builders-and-developers-in-bandlaguda-jagir,"'https://housing.com/in/buy/projects/page/35653-mc-sm-avenue-by-mc-builders-and-developers-in-bandlaguda-jagir',",https://housing.com
APR Praveens Crystal Avenue,/in/buy/projects/page/201847-apr-praveens-crystal-avenue-by-apr-group-in-hayathnagar,"'https://housing.com/in/buy/projects/page/201847-apr-praveens-crystal-avenue-by-apr-group-in-hayathnagar',",https://housing.com
Prestige High Fields,/in/buy/projects/page/31142-prestige-high-fields-by-prestige-estates-projects-ltd-in-nanakaramguda,"'https://housing.com/in/buy/projects/page/31142-prestige-high-fields-by-prestige-estates-projects-ltd-in-nanakaramguda',",https://housing.com
Phoenix Halcyon,/in/buy/projects/page/42233-phoenix-halcyon-by-phoenix-group-in-jubilee-hills,"'https://housing.com/in/buy/projects/page/42233-phoenix-halcyon-by-phoenix-group-in-jubilee-hills',",https://housing.com
Vision Urjith,/in/buy/projects/page/5167-vision-urjith-by-vision-avenues-pvt-ltd-in-osman-nagar,"'https://housing.com/in/buy/projects/page/5167-vision-urjith-by-vision-avenues-pvt-ltd-in-osman-nagar',",https://housing.com
Sattva Magnus,/in/buy/projects/page/37533-sattva-magnus-by-sattva-group-in-toli-chowki,"'https://housing.com/in/buy/projects/page/37533-sattva-magnus-by-sattva-group-in-toli-chowki',",https://housing.com
Shanta Brookwoods,/in/buy/projects/page/30274-shanta-brookwoods-by-shantasriram-constructions-pvt-ltd-in-kismatpur,"'https://housing.com/in/buy/projects/page/30274-shanta-brookwoods-by-shantasriram-constructions-pvt-ltd-in-kismatpur',",https://housing.com
Urban One,/in/buy/projects/page/31444-urban-one-by-ncc-urban-infrastructure-limited-in-kokapet,"'https://housing.com/in/buy/projects/page/31444-urban-one-by-ncc-urban-infrastructure-limited-in-kokapet',",https://housing.com
Unnati Shreerath,/in/buy/projects/page/47416-unnati-shreerath-by-unnati-group-in-nizampet,"'https://housing.com/in/buy/projects/page/47416-unnati-shreerath-by-unnati-group-in-nizampet',",https://housing.com
Aakriti ARV Viva,/in/buy/projects/page/8606-aakriti-arv-viva-by-aakriti-constructions-and-developers-pvt-ltd-in-osman-nagar,"'https://housing.com/in/buy/projects/page/8606-aakriti-arv-viva-by-aakriti-constructions-and-developers-pvt-ltd-in-osman-nagar',",https://housing.com
Sri Aditya Le Grandiose,/in/buy/projects/page/114411-sri-aditya-le-grandiose-by-sri-aditya-homes-pvt-ltd-in-jubilee-hills,"'https://housing.com/in/buy/projects/page/114411-sri-aditya-le-grandiose-by-sri-aditya-homes-pvt-ltd-in-jubilee-hills',",https://housing.com
Ayyanna Pristine,/in/buy/projects/page/202626-ayyanna-pristine-by-ayyanna-infra-pvt-ltd-in-madhapur,"'https://housing.com/in/buy/projects/page/202626-ayyanna-pristine-by-ayyanna-infra-pvt-ltd-in-madhapur',",https://housing.com
BSCPL Bollineni Bion,/in/buy/projects/page/201855-bscpl-bollineni-bion-by-bscpl-infrastructure-ltd-in-kondapur,"'https://housing.com/in/buy/projects/page/201855-bscpl-bollineni-bion-by-bscpl-infrastructure-ltd-in-kondapur',",https://housing.com
SMR SMS Vinay Casa Carino,/in/buy/projects/page/121771-smr-sms-vinay-casa-carino-by-smr-holdings-in-bandlaguda-jagir,"'https://housing.com/in/buy/projects/page/121771-smr-sms-vinay-casa-carino-by-smr-holdings-in-bandlaguda-jagir',",https://housing.com
Niharika Landmark,/in/buy/projects/page/134858-niharika-landmark-by-niharika-projects-in-serilingampally,"'https://housing.com/in/buy/projects/page/134858-niharika-landmark-by-niharika-projects-in-serilingampally',",https://housing.com
SMR Vinay Iconia,/in/buy/projects/page/202010-smr-vinay-iconia-by-smr-holdings-in-kondapur,"'https://housing.com/in/buy/projects/page/202010-smr-vinay-iconia-by-smr-holdings-in-kondapur',",https://housing.com
Sri Cypress Palms,/in/buy/projects/page/24533-sri-cypress-palms-by-sri-sreenivasa-constructions-in-hafeezpet,"'https://housing.com/in/buy/projects/page/24533-sri-cypress-palms-by-sri-sreenivasa-constructions-in-hafeezpet',",https://housing.com
Anuhar Art Of Living,/in/buy/projects/page/198396-anuhar-art-of-living-by-anuhar-homes-pvt-ltd-in-puppalaguda,"'https://housing.com/in/buy/projects/page/198396-anuhar-art-of-living-by-anuhar-homes-pvt-ltd-in-puppalaguda',",https://housing.com
Koncept Botanika,/in/buy/projects/page/25301-koncept-botanika-by-koncept-ambience-in-gachibowli,"'https://housing.com/in/buy/projects/page/25301-koncept-botanika-by-koncept-ambience-in-gachibowli',",https://housing.com
Anuhar Rami Reddy Towers,/in/buy/projects/page/96698-anuhar-rami-reddy-towers-by-anuhar-homes-pvt-ltd-in-puppalaguda,"'https://housing.com/in/buy/projects/page/96698-anuhar-rami-reddy-towers-by-anuhar-homes-pvt-ltd-in-puppalaguda',",https://housing.com
Sark Three,/in/buy/projects/page/33255-sark-three-by-sark-projects-india-pvt-ltd-in-mokila,"'https://housing.com/in/buy/projects/page/33255-sark-three-by-sark-projects-india-pvt-ltd-in-mokila',",https://housing.com
Sumadhura Horizon,/in/buy/projects/page/202016-sumadhura-horizon-by-sumadhura-infracon-pvt-ltd-in-kondapur,"'https://housing.com/in/buy/projects/page/202016-sumadhura-horizon-by-sumadhura-infracon-pvt-ltd-in-kondapur',",https://housing.com
Aliens Space Station,/in/buy/projects/page/7178-aliens-space-station-by-aliens-developers-pvt-ltd-in-tellapur,"'https://housing.com/in/buy/projects/page/7178-aliens-space-station-by-aliens-developers-pvt-ltd-in-tellapur',",https://housing.com
Praneeth APR Pranav Townsquare,/in/buy/projects/page/202645-praneeth-apr-pranav-townsquare-by-praneeth-group-in-bachupally,"'https://housing.com/in/buy/projects/page/202645-praneeth-apr-pranav-townsquare-by-praneeth-group-in-bachupally',",https://housing.com
Siyora Royal Court,/in/buy/projects/page/114293-siyora-royal-court-by-siyora-developers-in-ghatkesar,"'https://housing.com/in/buy/projects/page/114293-siyora-royal-court-by-siyora-developers-in-ghatkesar',",https://housing.com
Living Landmarks Whitefields,/in/buy/projects/page/231222-living-landmarks-whitefields-by-living-landmarks-infratech-in-chevella,"'https://housing.com/in/buy/projects/page/231222-living-landmarks-whitefields-by-living-landmarks-infratech-in-chevella',",https://housing.com
JB Serene City Ph 2,/in/buy/projects/page/225653-jb-serene-city-ph-2-by-jb-infra-groups-in-ibrahimpatnam,"'https://housing.com/in/buy/projects/page/225653-jb-serene-city-ph-2-by-jb-infra-groups-in-ibrahimpatnam',",https://housing.com
ZR Ivory Towers,/in/buy/projects/page/7998-zr-ivory-towers-by-zr-infra-limited-in-quthbullapur,"'https://housing.com/in/buy/projects/page/7998-zr-ivory-towers-by-zr-infra-limited-in-quthbullapur',",https://housing.com
Vijaya Idea Samskruthi Dew Drops,/in/buy/projects/page/261362-vijaya-idea-samskruthi-dew-drops-by-vijaya-infra-developers-in-yamnampet,"'https://housing.com/in/buy/projects/page/261362-vijaya-idea-samskruthi-dew-drops-by-vijaya-infra-developers-in-yamnampet',",https://housing.com
Bhashyam RRR County,/in/buy/projects/page/268952-bhashyam-rrr-county-by-bhashyam-developers-in-shankarpally,"'https://housing.com/in/buy/projects/page/268952-bhashyam-rrr-county-by-bhashyam-developers-in-shankarpally',",https://housing.com
Lake Front,/in/buy/projects/page/272273-lake-front-by-prime-infra-hyderabad-in-neknampur,"'https://housing.com/in/buy/projects/page/272273-lake-front-by-prime-infra-hyderabad-in-neknampur',",https://housing.com
Kingston Meadows Phase I,/in/buy/projects/page/285354-kingston-meadows-phase-i-by-sukruthi-nivas-infraa-developers-in-patancheru,"'https://housing.com/in/buy/projects/page/285354-kingston-meadows-phase-i-by-sukruthi-nivas-infraa-developers-in-patancheru',",https://housing.com
Vasu Sri Sunrise,/in/buy/projects/page/231998-vasu-sri-sunrise-by-vasu-sri-infra-projects-in-kompally,"'https://housing.com/in/buy/projects/page/231998-vasu-sri-sunrise-by-vasu-sri-infra-projects-in-kompally',",https://housing.com
JSR Suncity Capital,/in/buy/projects/page/231723-jsr-suncity-capital-by-jsr-sun-city-in-krishna-reddy-pet,"'https://housing.com/in/buy/projects/page/231723-jsr-suncity-capital-by-jsr-sun-city-in-krishna-reddy-pet',",https://housing.com
Budera Bliss,/in/buy/projects/page/270410-budera-bliss-by-haripriya-developers-in-sadasivpet,"'https://housing.com/in/buy/projects/page/270410-budera-bliss-by-haripriya-developers-in-sadasivpet',",https://housing.com
T Homes Alavaikuntapuram II,/in/buy/projects/page/285352-t-homes-alavaikuntapuram-ii-by-t-homes-infra-developers-in-shankarpally,"'https://housing.com/in/buy/projects/page/285352-t-homes-alavaikuntapuram-ii-by-t-homes-infra-developers-in-shankarpally',",https://housing.com
Vaishnavi Sachidananda Elite,/in/buy/projects/page/134772-vaishnavi-sachidananda-elite-by-vaishnavi-infracon-india-pvt-ltd-in-jillelguda,"'https://housing.com/in/buy/projects/page/134772-vaishnavi-sachidananda-elite-by-vaishnavi-infracon-india-pvt-ltd-in-jillelguda',",https://housing.com
Lake View Park,/in/buy/projects/page/115156-lake-view-park-by-kkr-and-silpa-group-in-sangareddy,"'https://housing.com/in/buy/projects/page/115156-lake-view-park-by-kkr-and-silpa-group-in-sangareddy',",https://housing.com
Sree Homes Indivar Villas,/in/buy/projects/page/42617-sree-homes-indivar-villas-by-sree-homes-constructions-in-appa-junction,"'https://housing.com/in/buy/projects/page/42617-sree-homes-indivar-villas-by-sree-homes-constructions-in-appa-junction',",https://housing.com
Sanman Trinity Villas,/in/buy/projects/page/134431-sanman-trinity-villas-by-sanman-homes-in-kompally,"'https://housing.com/in/buy/projects/page/134431-sanman-trinity-villas-by-sanman-homes-in-kompally',",https://housing.com
Sree Villas,/in/buy/projects/page/41830-sree-villas-by-sree-homes-constructions-in-darga-khaliz-khan,"'https://housing.com/in/buy/projects/page/41830-sree-villas-by-sree-homes-constructions-in-darga-khaliz-khan',",https://housing.com
Sparkle Inara,/in/buy/projects/page/226087-sparkle-inara-by-jagathswapna-realtors-in-aushapur,"'https://housing.com/in/buy/projects/page/226087-sparkle-inara-by-jagathswapna-realtors-in-aushapur',",https://housing.com
Risinia Trendilla,/in/buy/projects/page/201925-risinia-trendilla-by-risinia-builders-in-bollaram-industrial-area,"'https://housing.com/in/buy/projects/page/201925-risinia-trendilla-by-risinia-builders-in-bollaram-industrial-area',",https://housing.com
Saket Pranamam,/in/buy/projects/page/93064-saket-pranamam-by-saket-engineers-pvt-ltd-in-kompally,"'https://housing.com/in/buy/projects/page/93064-saket-pranamam-by-saket-engineers-pvt-ltd-in-kompally',",https://housing.com
Shukruthi Samprada Oaks,/in/buy/projects/page/286983-shukruthi-samprada-oaks-by-shukruthi-infra-projects-in-sadasivpet,"'https://housing.com/in/buy/projects/page/286983-shukruthi-samprada-oaks-by-shukruthi-infra-projects-in-sadasivpet',",https://housing.com
Sanarelli,/in/buy/projects/page/253997-sanarelli-by-speed-housing-llp-in-bachupally,"'https://housing.com/in/buy/projects/page/253997-sanarelli-by-speed-housing-llp-in-bachupally',",https://housing.com
Canny MNR Elite,/in/buy/projects/page/263331-canny-mnr-elite-by-canny-group-in-kapra,"'https://housing.com/in/buy/projects/page/263331-canny-mnr-elite-by-canny-group-in-kapra',",https://housing.com
Raja Royal Orchids,/in/buy/projects/page/283182-raja-royal-orchids-by-raja-developers-and-builders-in-miyapur,"'https://housing.com/in/buy/projects/page/283182-raja-royal-orchids-by-raja-developers-and-builders-in-miyapur',",https://housing.com
